@id,accessibility,amenity,boundary_type:Ward_boundary,building:levels,building:material,building:roof,contact:address,contact:phone,education:curriculum,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees,education:gender_type,education:government_registered,education:management_committee,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:pta,education:students,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:tsc_employed,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,is_in:constituency,is_in:estate,is_in:ward,name,official_name,operational_status:electricity,operator:name,operator:type,place:village,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:source,polling_station:type_description,toilet:present,lon,lat,contact:email,education:fees_level4,education:fees_level5,education:program_orphans,education:student_age_range,education:students_female,education:students_male,opening_hours,education:boarding,education:fees_level1,education:fees_level2,education:fees_level3,education:program_counseling,education:program_other,education:program_special_needs,education:program_sports,education:staff_female,education:staff_male,media:video_device_number,media:video_number,operational_status,education:fees_optional,education:school_head,image,is_in:village,operator:description,polling_station:type,education:description,education:fees_sponsored,source,education:exam_affiliate,education:teachers_untrained,education:fees_level6,media:camera_device_number,media:camera_number,education:program_scouting,education:program_description,education:extra_other,education:student_female,education:student_male,education:program_computers,description,station:type_description,education:teachers_tsc,designation,security:gbv_support,toilet:arranged_name,education:program_specialneeds,boundary_type:Constituency_boundary,polling_station:election_year_2,registered_voters,building,fee,operational_status_2,education:fee,toilets:for:female,toilets:for:male,toilets:for:teacher,toilets:handwashing,education:bom_employed,education:male,toilets,education:committees,health_facility:referals,medical_service:psychosocial_support_counselling,medical_staff:counsellor,medical_staff:description,note,contact:website,addr:postcode,education:fee_level,website,operator,education:accessibility,education:management_commitee,education:program_WASH,education:program_handwashing,education:program_rain,education:student_disable,safe_place:acessible,safe_place:compound,safe_place:protected/secure,safe_place:school,security:description,social_facility,education:nemis_code,image:sign_post,toilet:female,toilet:handwashing,toilet:male,toilet:teachers,water:source,Music,building:classrooms,education:fees_admission,education:fees_exam,education:fees_lunch,education:fees_per_year,education:fees_trip,education:government_grants,education:operate_as,toilets:female,toilets:male,toilets:teachers
node/2964954568,big_vehicles,school,,1,cement_block,ironsheets,"P O Box 5537-00100, Nairobi",0724852688,8_4_4,,,no,yes,yes,,mixed,mgcsd,yes,yes,fees,,yes,108,13,6,7,13,2,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Tenderlings%20School/IMG_0209.JPG,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Tenderlings%20School/IMG_0213.JPG,,,,Tenderlings School,,,Phellestus Jesca Mandela,private,Ayany,,,,,,,,yes,36.7749957,-1.3089017,tenderlingschool@yahoo.com,15000,,,,57,51,,,,,,,,,,,,,,,,Phellestus Jesica Mandela,,,Run by individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2966573884,small_cars,school,,3,"concrete,ironsheets",ironsheets,"P O Box 10446-00200, Nairobi",0734986038,8_4_4,yes,,,yes,yes,"28,600",mixed,moe,yes,yes,fees,,yes,300,14,2,12,10,5,secondary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Starays%20High%20School/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Starays%20High%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Starays%20High%20School/Sign%20Post.JPG,,,,Starays Hope Community Center,STARAYS HOPE COMM CENTER SEC SCH,,Starays Hope Community Centre,private,Olympic,,,,,,,,yes,36.7771799,-1.3145007,staraysope@yahoo.com,,,,,200,100,,yes,,,,,,,,,,,,,"16,400 boarding",Silas Andanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968491187,foot,school,,0,"mud,cement_block",ironsheets,"P O Box 103277-00100, Nairobi",0751949806,8_4_4,yes,yes,yes,no,yes,9700,mixed,mgcsd,yes,yes,no,yes,yes,55,7,0,7,5,0,secondary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20George%20Nursery%20School/sign%20post.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Langata%20Center%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Langata%20Center%20School/Sign%20Post.JPG,,,,New Lang'ata Centre School,,,Tom Onchieku,cbo,Kianda,,,,,,,,yes,36.7720365,-1.3105359,newlang'atacentreschool@gmail.com,,,,,30,25,,,,,,,,,,,,,,,,Tom Omchieku,,,,,,,,Baraka Za Ibrahimu,,,,,,,"Jounalism Club,Environmental Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968577916,foot,school,,,cement_block,ironsheets,,0727773247,8_4_4,,,,,,3600,mixed,,yes,,yes,,,23,1,1,,,,pre_primary,often,,,,,,,,Galilaya Educational Centre,,,,private,,,,,,,,,yes,36.778917,-1.3172201,,,,,,8,15,,,1200 per term,1200 per term,1200 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968577923,big_vehicles,school,,,ironsheets,ironsheets,P.O Box 72792-00200,0722337566,8_4_4,,yes,yes,,yes,,mixed,APBET,yes,yes,no,,,118,3,3,0,3,,pre_primary,always,,,,,,,,Hope Academy,,,Hope Academy,cbo,Raila,,,,,,,,yes,36.779988,-1.3186214,faradaysf4@yahoo.com,,,,,63,55,,,2000 per term,2000 per term,2000 per term,,,,,,,,,,Lunch fee,Fredrick Ogutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968577924,big_vehicles,school,,,ironsheets,ironsheets,P.O Box 72792-00200,0722337566,8_4_4,,yes,yes,yes,yes,,mixed,APBET,yes,yes,,yes,,313,8,5,3,5,,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Hope%20Academy/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Hope%20Academy/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Hope%20Academy/Sign.JPG,,,,Hope Academy,,,Hope Academy,cbo,Raila,,,,,,,,yes,36.7800703,-1.3186916,faradaysf4@yahoo.com,1700 per term,2000 per term,,,140,173,,,,,,,,,,,,,,,Lunch fee,Fredrick Ogutu,,,,,,,,St Christine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968577925,foot,school,,,cement_block,ironsheets,54431-00200,0722565264,8_4_4,,,,yes,yes,,mixed,moe,yes,,,,yes,133,7,4,3,7,,primary,often,,,,,,,,Hoywik Primary School,HOYWICK ACADEMY PRI,,Hoywik Program,cbo,Raila,,,,,,,,yes,36.7796323,-1.3189744,helphoywik@gmail.com,1050 per term,1200 per term,,,67,66,,,,,,,,,,,,,,,900 for food,Esther Wamukoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968577926,foot,school,,,cement_block,ironsheets,54431-00200,0722565264,8_4_4,,,,yes,yes,,mixed,moe,yes,,,,yes,19,3,3,,3,,pre_primary,often,,,,,,,,Hoywik Nursery School,,,Hoywik Program,cbo,Raila,,,,,,,,yes,36.7796742,-1.3190459,helphoywik@gmail.com,,,,,10,9,,,900 per term,900 per term,900 per term,,,,,,,,,,900 for food,Esther Wamukoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968578135,big_vehicles,school,,,ironsheets,ironsheets,,0725003164,8_4_4,,,,,,4500,mixed,mgcsd,yes,,,,,90,4,4,,,,pre_primary,never,,,,,,,,Miracle And Victory Children Centre,,,Miracle And Victory CBO,cbo,Gatwekera,,,,,,,,arranged,36.7834195,-1.3142551,melvinaakinyi@yahoo.com,,,,,40,50,,,1500 per term,1500 per term,1500 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pee poo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968578136,big_vehicles,school,,,mud,ironsheets,P. Box 1825-00100,0702991386,8_4_4,,yes,yes,yes,yes,,mixed,mgcsd,yes,yes,,,yes,100,9,5,4,,,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Oloo's%20Children%20Center/Classroom.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Oloo's%20Children%20Center/Sign.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Oloo's%20Children%20Center/Establishment.JPG,,,,Oloos Children Centre,,,Oloos Children Centre,cbo,Gatwekera,,,,,,,,yes,36.7846267,-1.3149522,,,,,,53,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968578138,foot,school,,,cement_block,ironsheets,,0724604399,montesori,,yes,yes,,,,mixed,,yes,yes,yes,,yes,24,2,2,,,,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Riverside%20Children%20Center/Classroom.JPG,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Riverside%20Children%20Center/Establishment.JPG,,,,Riverside Childrens Centre,,,KIC,cbo,Gatwekera,,,,,,,,yes,36.7806637,-1.3174969,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968578147,foot,school,,,mud,ironsheets,P.O Box 3277/P.O Box 41,0725555871/ 0714378940,8_4_4,,,,yes,yes,,mixed,mgcsd,yes,,,,yes,17,1,1,0,,,primary,often,,,,,,,,St Peters Wonder,,,,private,Raila,,,,,,,,arranged,36.7819482,-1.319086,,780,,,,4,5,,,,,,,,,,,,,,,300 for exam,,,,,,,,,,,,,,,,,9,8,,,,,,,Public toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968578149,foot,school,,1,ironsheets,ironsheets,P.O Box 76246-00508,0720141331,8_4_4,,,,,,900,mixed,mgcsd,yes,yes,,,yes,151,3,3,,,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20Children%20Center/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20Children%20Center/Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20Children%20Center/Sign.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20Children%20Center/Establishment.JPG,,,,St Stephen Children's Centre,,,,private,Gatwekera,,,,,,,,yes,36.7833134,-1.3150261,ststephen2008@yahoo.com,,,,,79,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2978013374,big_vehicles,school,,0,ironsheets,ironsheets,,0727143858,8_4_4,,,yes,,,5400,mixed,mgcsd,yes,,2700,,,48,3,2,0,1,0,pre_primary,never,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Golden%20Heart%20Academy/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Soda%20other.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Golden%20Heart%20Academy/IMG_0575.JPG,,,,Loam Education Centre,,,,private,Olympic,,,,,,,,arranged,36.7781367,-1.3139547,loamchildren@gmail.com,,,,,20,28,,,,,,,,,,,,,,,,Jane Alaba,,,Jane Alaba,,,,,,,,,,,,,,,,,,,,,Pee Poo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2978013375,big_vehicles,school,,0,ironsheets,ironsheets,,0727143858,8_4_4,,,yes,,no,"6,300",mixed,mgcsd,yes,yes,"2,700",,,12,2,1,1,1,0,primary,never,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Golden%20Heart%20Academy/Kids.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Golden%20Heart%20Academy/IMG_0582.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Golden%20Heart%20Academy/IMG_0575.JPG,,,,Loam Education Centre,,,Jane Alaba,private,Olympic,,,,,,,,arranged,36.7780897,-1.3139829,,9000,,,,8,4,,,,,,,,,,,,,,,"Feeding 2,700",Jane Alaba,,,,,,no,,,,,,,,,,,,,,,,,,Pee Poo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2978013376,big_vehicles,school,,0,concrete,asbestos,"P O Box 56260-00200, Nairobi",0714874723,8_4_4,,,,,yes,9000,mixed,mgcsd,yes,,fees,,yes,96,7,4,3,7,0,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Happy%20Kids%20Children%20Center/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Happy%20Kids%20Children%20Center/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Happy%20Kids%20Children%20Center/Sign%20Post.JPG,,,,Happy Kids Children Center,HAPPY KIDS PRI SCH,,Jane Mwikali,cbo,Ayany,,,,,,,,yes,36.7760957,-1.3102588,janeeric@yahoo.com,,,,,56,40,,,,,,,,,,,,,,,,Jane Mwikali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2979078701,big_vehicles,school,yes,2,concrete,ironsheets,"P O Box 29080 - 00100, Nairobi",0702040784,8_4_4,yes,,yes,yes,yes,20400,mixed,moe,yes,yes,fees,,yes,319,16,10,6,16,8,secondary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Shadrack%20Kimalel%20Secondary%20School/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Shadrack%20Kimalel%20Secondary%20School/other.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Shadrack%20Kimalel%20Secondary%20School/sign%20post.JPG,Kibra,Golfcourse,Woodley/Golfcourse/Kenyatta,Shadrack Kimalel Secondary School,,often,Government,government,Golf Course,"motor_bikes,small_cars,big_cars.tractors",2013,Mbagathi hospital,Kenyatta police post,"3,815",map_kibera_trust,public_school,yes,36.7986342,-1.3102908,shadrackkimsecondaryschool@gmail.com,,,,,135,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2979097967,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 58383-00200, Nairobi",0736565808,8_4_4,yes,yes,yes,,yes,18900,mixed,mgcsd,yes,yes,fees,,,76,6,1,5,6,0,primary,always,,,,,,,,Star Of The Land Education Centre,,,Mchanganyiko CBO,cbo,Karanja,,,,,,,,yes,36.7816367,-1.3103677,staroftheland@gmail.com,,,,,32,44,,,,,,,,,,,,,,,2500,Sheilla Kihima,,,,,,,,St.Juliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2979113005,small_cars,school,,0,concrete,ironsheets,,0724904031,8_4_4,,,,,,4500,mixed,mgcsd,yes,,fees,,,21,2,1,0,1,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/NEEMA%20Academy/classroom.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/NEEMA%20Academy/kids%20(2).JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/NEEMA%20Academy/outside.JPG,,,,Neema Academy,,,Almas Lusameywa,private,Mashimoni,,,,,,,,yes,36.7921386,-1.3115477,,,,,,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2984275384,foot,school,,0,ironsheets,ironsheets,,0726385592,8_4_4,,,,,,5400,mixed,mgcsd,yes,,other,,,82,4,4,0,2,,pre_primary,often,,,,,,,,Gospel Revival Academy,,,Gospel Rivival Church,religious,Laini Saba,,,,,,,,yes,36.7956392,-1.3104502,,,,,,39,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2984297815,foot,school,,0,mud,ironsheets,"P O Box 710500 - 00100, Nairobi",0720810667,8_4_4,,,,,,3600,mixed,mgcsd,yes,,no,,,26,2,2,0,0,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Loving%20The%20Orphan/classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Loving%20The%20Orphan/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Loving%20The%20Orphan/other.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Loving%20The%20Orphan/outside.JPG,,,,Loving The Orphan,,,Jesus Liberation Centre,religious,Mashimoni,,,,,,,,yes,36.7928066,-1.3110558,,,,,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2984297816,small_cars,school,,0,concrete,ironsheets,,0718516999,8_4_4,,,,,,4500,mixed,mgcsd,yes,,fees,,,60,3,1,0,1,,primary,often,,,,,,,,Neema Primary School Academy,NEEMA PRI SCH,,Church of God of Assembly,private,Mashimoni,,,,,,,,yes,36.7906149,-1.3111626,,,,,,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3004383269,small_cars,school,,0,ironsheets,ironsheets,"P O Box 7164-00200, Nairobi",0724552944,8_4_4,,,,,yes,4500,mixed,,yes,,sponsored,,yes,27,2,2,0,2,0,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Tunza%20class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Tunza%20compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Tunza%20outside.JPG,,,,Tunza Children Center,,,Hudson Kahi,cbo,Olympic,,,,,,,,yes,36.7769711,-1.3124704,tunzachildrenscentre@yahoo.com,,,,,14,13,,,,,,,,,,,,,,,,Hudson Kahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3009031328,foot,school,,0,ironsheets,ironsheets,,0723129865,8_4_4,,,,,yes,0,mixed,mgcsd,yes,yes,sponsored,,,36,2,2,0,2,,pre_primary,never,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Julie%20Hope%20class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Julie%20Hope%20compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Julie%20Hope%20outside.JPG,,,,Julie Hope Children and Rescue Centre,,,Benta Agolla Odera,private,Olympic,,,,,,,,outside_public,36.7739524,-1.3124757,ashagola2006@yahoo.com,,,,,17,19,,,,,,,,,,,,,,,1350 for fuel and water,Benta Agolla Odera,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3009031329,big_vehicles,school,,0,ironsheets,ironsheets,,0705663456/0720414506,8_4_4,,,yes,,yes,6300,mixed,mgcsd,yes,yes,fees,,yes,14,1,1,0,1,0,pre_primary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Kidvilla%20Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Kidvilla%20Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Kidvilla%20outside.JPG,,,,Jeshurum Children Centre,,,,private,Soweto West,,,,,,,,yes,36.7752911,-1.3153762,kidvilla@gmail.com,,,,,9,5,,,,,,,feeding,,,,,,,,,Philomenah Mukei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3009031330,foot,school,,Ground,ironsheets,ironsheets,"P O Box 8361 - 00100, Nairobi",0719111328/0707041972,8_4_4,yes,yes,yes,,yes,,mixed,mgcsd,yes,yes,sponsored,,yes,190,8,4,4,8,0,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Soda%20Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Soda%20Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Soda%20other.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Soda%20outside.JPG,,,,Soda Academy,SODA ACADEMY- PRI SCH,,Fredric Magige,private,Olympic,,,,,,,,yes,36.776261,-1.3129362,suophan@hotmail.com,4500,6300,,,125,65,,,,,,,,,,,,,,,,Fredrick Magige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
